Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_251&otracker=search&fm=organic&iid=en_NtUo2RaShqwnvNRvjF6a4mz2tV6pkGnsrIzYq4FgSNQ2CiHmWQnHq9y31NNk7Vbfukddv9J8ILDIsSX4eFHrg_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_252&otracker=search&fm=organic&iid=en_NtUo2RaShqwnvNRvjF6a4mz2tV6pkGnsrIzYq4FgSNQsjkwoPkScoGFuw09XOePOBq8Tq7Iqml105gPcyZHBdQ%3D%3D&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹49,300₹70,50230% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15-fd0111tu-thin-light-laptop/p/itm7d7024d1947e9?pid=COMH3J9YPK4BC6R5&lid=LSTCOMH3J9YPK4BC6R5OBYX93&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_253&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMH3J9YPK4BC6R5.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,Intel Core i9 Processor (14th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW),4.4,"₹2,32,490₹2,56,9999% off",https://www.flipkart.com/acer-predator-helios-16-intel-core-i9-14th-gen-14900hx-32-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-4080-ph16-72-gaming-laptop/p/itm34f68c296ce65?pid=COMGYSFGUBASFDY6&lid=LSTCOMGYSFGUBASFDY6RATW51&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_254&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMGYSFGUBASFDY6.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Not found,2.65 Kg,UFC with Narrow USB HD camera with Blue Glass lens with 1920 x 1080 resolution and 1080p HD video at 60 fps with Temporal Noise Reduction with Dual Mic,40.64 cm (16 Inch)
DELL 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",4.3,"₹39,490₹48,98219% off",https://www.flipkart.com/dell-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-3535-thin-light-laptop/p/itm99bfac135815b?pid=COMH8EPFHZRD9YDC&lid=LSTCOMH8EPFHZRD9YDCNY8FQL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_255&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMH8EPFHZRD9YDC.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,MS Office Provided,1.67 Kg,Not found,39.62 cm (15.6 Inch)
HP Pavilion AMD Ryzen 5 Hexa Core 8540U - (16 GB/512 GB SSD/Windows 11 Home) 16-ag0019AU Thin and Ligh...,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,4.2,"₹49,990₹76,92435% off",https://www.flipkart.com/hp-pavilion-amd-ryzen-5-hexa-core-8540u-16-gb-512-gb-ssd-windows-11-home-16-ag0019au-thin-light-laptop/p/itmd14c7a58f1b78?pid=COMHAZY5ZQZQQDKZ&lid=LSTCOMHAZY5ZQZQQDKZ7RBKNI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_256&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMHAZY5ZQZQQDKZ.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Not found,Not found,Not found,Not found
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_257&otracker=search&fm=organic&iid=en_NtUo2RaShqwnvNRvjF6a4mz2tV6pkGnsrIzYq4FgSNTEUOjbGfDtwuvuakyoBWs_gM_R-CJ6-pafpzoKMqbV5fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹27,990₹44,99037% off",https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_258&otracker=search&fm=organic&iid=en_NtUo2RaShqwnvNRvjF6a4mz2tV6pkGnsrIzYq4FgSNTr-1yTGtsSmpRfObUqNDCDGdZud_sJOoYvGTI7BDPGSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch)
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8P4HN/A,"Apple M3 Processor24 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather1 Year Limited Warranty",Not found,"₹1,44,990₹1,54,9006% off",https://www.flipkart.com/apple-m3-24-gb-512-gb-ssd-macos-sequoia-mc8p4hn-a/p/itm2ea42dec44bca?pid=COMH64PY3TTXCNCH&lid=LSTCOMH64PY3TTXCNCHG5JQ5X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_259&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMH64PY3TTXCNCH.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Upto 18 Hours,1.24 kg,1080p FaceTime HD camera,34.54 cm (13.6 Inch)
HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 14R G9 Thin and Light ...,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty",4.5,"₹38,990₹82,99053% off",https://www.flipkart.com/hp-14r-2025-intel-core-i3-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itm590fc87e57789?pid=COMH9H2NSRNMBH9C&lid=LSTCOMH9H2NSRNMBH9CKQ8K2T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_260&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMH9H2NSRNMBH9C.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,"3 Cell, 41 Wh Li-ion",1.4 kg,Warranty Summary,35.56 cm (14 inch)
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",4.2,"₹40,990₹52,99022% off",https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1404fa-nk5541ws-thin-light-laptop/p/itme419148dae39c?pid=COMH9SJ9G3HZFQS3&lid=LSTCOMH9SJ9G3HZFQS3XQ3SG1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_261&otracker=search&fm=organic&iid=en_NtUo2RaShqwnvNRvjF6a4mz2tV6pkGnsrIzYq4FgSNSDTSR3aqUsvWRW6UxTQgDgArtfTBKKZnx2o3DwdBWJ5_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,3-cell,1.38 Kg,720p HD camera with privacy shutter,35.56 cm (14 inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_262&otracker=search&fm=organic&iid=en_NtUo2RaShqwnvNRvjF6a4mz2tV6pkGnsrIzYq4FgSNRu4I6fQwuMdBRXbiBR-6TofUruxy3gI9j6jllA_edP9A%3D%3D&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
MSI Modern 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Modern 14 H D13MG-072...,Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4.1,"₹59,990₹78,99024% off",https://www.flipkart.com/msi-modern-14-h-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-d13mg-072in-thin-light-laptop/p/itma3487f87490c9?pid=COMGXMY5QMG2RAV2&lid=LSTCOMGXMY5QMG2RAV2TJIIVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_263&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMGXMY5QMG2RAV2.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Model Number,1.6 Kg,HD type (30fps@720p)3D Noise Reduction (3DNR),35.56 cm (14 inch)
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2,"₹32,990₹58,89043% off",https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdfa8fc0e85938?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEGEC9S3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_11_264&otracker=search&fm=organic&iid=bccbfdbe-af5c-419f-ba0e-8ee6276e0289.COMGP26H8PHCAMZE.SEARCH&ppt=pp&ppn=pp&ssid=9jgznae8wg0000001746941162324&qH=312f91285e048e09,Upto 10 Hours,1.63 Kg,HD 720p with Privacy Shutter,39.62 cm (15.6 inch)
HP 250 G9 Intel Celeron Dual Core 12th Gen 4500u - (8 GB/256 GB SSD/DOS) 8Y2Y9PA Laptop,Intel Celeron Dual Core Processor (12th Gen)8 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 inch) DisplayDisk Operating Software NO WINDOWS1 year Onsite Warrenty,3.6,"₹23,390₹30,90024% off",https://www.flipkart.com/hp-250-g9-intel-celeron-dual-core-12th-gen-4500u-8-gb-256-gb-ssd-dos-8y2y9pa-laptop/p/itmf8dced187ae27?pid=COMGWCGZKYY86KN8&lid=LSTCOMGWCGZKYY86KN8CF0WZE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_265&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMGWCGZKYY86KN8.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,3 cell,1.75 kg,720p HD camera,Speakers
DELL Intel Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Pro) 5470 Thin and Light Laptop,Intel Celeron Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year,Not found,"₹21,490₹48,99056% off",https://www.flipkart.com/dell-intel-celeron-quad-core-8-gb-256-gb-ssd-windows-11-pro-5470-thin-light-laptop/p/itmaa0f3ee04f93d?pid=COMHAKFY9YUYGVDF&lid=LSTCOMHAKFY9YUYGVDFUNXZVM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_266&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMHAKFY9YUYGVDF.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,UPTO 6 HRS,Not found,Not found,35.56 cm (14 inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.2,"₹29,990₹44,99033% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-thin-light-laptop/p/itm1a9101a401f3c?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_267&otracker=search&fm=organic&iid=en_rtS0xA9t_WkWRktxehO7UFA3AwxuLyPOA2UHNc7fZfjOHpSqXIuqs5ejiwWtJIE5Dts8p5tIFucMLj7GV0ZqVfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,3-cell Li-ion,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_268&otracker=search&fm=organic&iid=en_rtS0xA9t_WkWRktxehO7UFA3AwxuLyPOA2UHNc7fZfhrUZnDgpLa6WiGgwSIVMAEGq3H4oRcQF4C9C3QoCy5UfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,3 cell,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, AI PC Intel Core Ultra 5 225H - (16 GB/512 GB ...","Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite warranty",4.8,"₹69,990₹92,99024% off",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-ai-pc-intel-core-ultra-5-225h-16-gb-512-gb-ssd-windows-11-home-x1407ca-ly102ws-thin-light-laptop/p/itm46931df73e192?pid=COMH89EBSHZAG9ZE&lid=LSTCOMH89EBSHZAG9ZEFVUQUB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_269&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMH89EBSHZAG9ZE.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,Warranty Summary,1.46 Kg,FHD camera with IR function to support Windows Hello With privacy shutter,35.56 cm (14 Inch)
HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Pro) 15 G9 Thin and Light L...,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",4.3,"₹40,990₹80,99049% off",https://www.flipkart.com/hp-15-g9-2025-amd-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itme6fd8a1c31200?pid=COMH9EZYWAQP9GEU&lid=LSTCOMH9EZYWAQP9GEUEDO2MW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_270&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMH9EZYWAQP9GEU.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,"3 Cell, 41 Wh Li-ion",1.5 kg,Warranty Summary,39.62 cm (15.6 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_271&otracker=search&fm=organic&iid=en_rtS0xA9t_WkWRktxehO7UFA3AwxuLyPOA2UHNc7fZfgB7I1XeZKfUg3LvF2unOJcKQE6YObZKIxTQfIOFxV5ig%3D%3D&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_272&otracker=search&fm=organic&iid=en_rtS0xA9t_WkWRktxehO7UFA3AwxuLyPOA2UHNc7fZfjkyNDS0g8m0djXnls914CSzdPEu-hE-R5AS1mtRBXT8fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.1,"₹42,990₹1,02,24057% off",https://www.flipkart.com/lenovo-thinkbook-15-g4-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-tb15-iap-thin-light-laptop/p/itm3b1d014db04bd?pid=COMGP22NPAFSWBXD&lid=LSTCOMGP22NPAFSWBXDKFVOPO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_273&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMGP22NPAFSWBXD.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,3 Cell,1.7 Kg,"HD 720p, with privacy shutter, fixed focus",39.62 cm (15.6 Inch)
Infinix Y3 Max Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,4.3,"₹29,990₹69,99057% off",https://www.flipkart.com/infinix-y3-max-series-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itm6267fa4f35865?pid=COMH34U3JSYQJXZY&lid=LSTCOMH34U3JSYQJXZYG4FDV7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_274&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMH34U3JSYQJXZY.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,Not found,1.78 Kg,1080P FHD+ Video Camera with Dual Star Light,40.64 cm (16 Inch)
Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin and Light Lap...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,4.1,"₹33,990₹85,37160% off",https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-tp-e14-gen-5-thin-light-laptop/p/itmba41ecb80a484?pid=COMHFEJKSZGDHBGB&lid=LSTCOMHFEJKSZGDHBGBEDGWGB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_275&otracker=search&fm=organic&iid=7f593b14-b5a5-4333-89ce-ab1032fd9743.COMHFEJKSZGDHBGB.SEARCH&ppt=pp&ppn=pp&ssid=exr6puf9u80000001746941281142&qH=312f91285e048e09,3 Cell,1.41 Kg,"HD 720p, with privacy shutter, fixed focus",35.56 cm (14 Inch)
